public_api_url	notebook_url	price
https://publicapi.solotodo.com/products/248859	https://www.solotodo.cl/products/248859-hp-probook-440-g11-a24z3lt	$1.012.490
https://publicapi.solotodo.com/products/237303	https://www.solotodo.cl/products/237303-lenovo-thinkpad-t14-gen-4-intel-21he001fcl	$1.015.964
https://publicapi.solotodo.com/products/131995	https://www.solotodo.cl/products/131995-dell-latitude-5520-mhtdm	$1.017.900
https://publicapi.solotodo.com/products/152524	https://www.solotodo.cl/products/152524-lenovo-thinkpad-l15-gen-2-20x4s9r300	$1.019.990
https://publicapi.solotodo.com/products/130687	https://www.solotodo.cl/products/130687-hp-240-g8-4r9y9lt	$1.020.348
https://publicapi.solotodo.com/products/240915	https://www.solotodo.cl/products/240915-lenovo-loq-15ahp9-83dxcto1wwcl1	$1.021.322
https://publicapi.solotodo.com/products/136907	https://www.solotodo.cl/products/136907-lenovo-thinkpad-t14-gen-2-20w1sbyx00	$1.021.890
https://publicapi.solotodo.com/products/245981	https://www.solotodo.cl/products/245981-asus-tuf-gaming-f15-fx507zu4-lp040w-90nr0fg7-m00570	$1.019.990
https://publicapi.solotodo.com/products/192256	https://www.solotodo.cl/products/192256-lenovo-ideapad-5-pro-16iah7-82sk009hcl	$1.019.990
https://publicapi.solotodo.com/products/226576	https://www.solotodo.cl/products/226576-dell-latitude-7430-xctol7430mmcla	$1.029.990
https://publicapi.solotodo.com/products/242812	https://www.solotodo.cl/products/242812-lenovo-thinkbook-16-g7-iml-21ms007wcl	$1.029.991
https://publicapi.solotodo.com/products/250767	https://www.solotodo.cl/products/250767-lenovo-thinkpad-t14-gen-4-intel-21he001ecl	$1.039.194
https://publicapi.solotodo.com/products/225686	https://www.solotodo.cl/products/225686-lenovo-thinkpad-e14-gen-4-intel-21e40020cl	$1.039.993
https://publicapi.solotodo.com/products/227899	https://www.solotodo.cl/products/227899-lenovo-thinkpad-l14-gen-4-intel-21h2s42300	$1.039.990
https://publicapi.solotodo.com/products/249026	https://www.solotodo.cl/products/249026-lenovo-thinkpad-l14-gen-4-intel-21h2s7yw00	$1.039.990
https://publicapi.solotodo.com/products/135181	https://www.solotodo.cl/products/135181-msi-katana-gf66-11ue-11ue-260	$799.990
https://publicapi.solotodo.com/products/220201	https://www.solotodo.cl/products/220201-msi-gf63-thin-11uc-1276us-gf63111276us	$799.990
https://publicapi.solotodo.com/products/243838	https://www.solotodo.cl/products/243838-hp-victus-16-d0501la-470n9la-16-gb-ram-ssd-512-gb	$800.000
https://publicapi.solotodo.com/products/252714	https://www.solotodo.cl/products/252714-lenovo-loq-15iax9-83gs00cacl	$799.992
https://publicapi.solotodo.com/products/69644	https://www.solotodo.cl/products/69644-hp-spectre-x360-13-aw0001la-6qv78la	$799.520
https://publicapi.solotodo.com/products/123785	https://www.solotodo.cl/products/123785-asus-rog-zephyrus-g14-ga401qc-k2148t-90nr05t3-m02420	$799.990
https://publicapi.solotodo.com/products/129589	https://www.solotodo.cl/products/129589-dell-inspiron-13-3501-3501-5580blk	$799.990
https://publicapi.solotodo.com/products/252444	https://www.solotodo.cl/products/252444-hp-pavilion-aero-13-bg0002la-a1uc1la	$799.990
https://publicapi.solotodo.com/products/254638	https://www.solotodo.cl/products/254638-hp-envy-x360-15-fe0000-a6rt7u8r	$799.990
https://publicapi.solotodo.com/products/245293	https://www.solotodo.cl/products/245293-msi-modern-14-c12m-i7-1255u-16-gb-512-gb-ssd	$799.990
https://publicapi.solotodo.com/products/194624	https://www.solotodo.cl/products/194624-hp-240-g8-673z3lt-16gb-ram	$806.200
https://publicapi.solotodo.com/products/134613	https://www.solotodo.cl/products/134613-hp-pavilion-x360-14-dy0505la-57p67la	$806.970
https://publicapi.solotodo.com/products/228995	https://www.solotodo.cl/products/228995-lenovo-thinkpad-l14-gen-3-intel-21c2saln00	$806.990
https://publicapi.solotodo.com/products/213651	https://www.solotodo.cl/products/213651-asus-expertbook-b1402cba-bv0256x-90nx05v1-m009d0	$808.510
https://publicapi.solotodo.com/products/153390	https://www.solotodo.cl/products/153390-dell-inspiron-14-2-in-1-7415-mtdhv	$810.900
https://publicapi.solotodo.com/products/253445	https://www.solotodo.cl/products/253445-asus-expertbook-b1502cva-nj0586x-90nx06x1-m00mw0	$810.464
