name	url	id	slug	picture_url	price	score_general	score_games	score_mobility	weight	power_adapter_power	operating_system_family_name	screen_size_value	screen_resolution_unicode	screen_rr_value	battery_mwh	default_bucket	processor_unicode	processor_f_value	processor_thread_count_name	processor_p_core_count	processor_thread_count	processor_tdp	processor_speed_score	main_gpu_name	main_gpu_speed_score	ram_quantity_value	ram_frequency_value	ram_type_name	sd_capacity_value	sd_rpm_value	sd_drive_type_name	storage_drives_count	gpus_count
MSI Bravo 15 B5DD-255CL [9S7-158K12-255]	https://publicapi.solotodo.com/products/125096/	125096	msi-bravo-15-b5dd-255cl-9s7-158k12-255	https://media.solotodo.com/media/products/1493392_picture_1636659936.png	978990	291	313	317	2350	150	Windows 11	15.6	1920x1080	144	53500	1493392	AMD Ryzen 5 5600H	3300	Dodeca-core	6	12	45.0	18108	AMD Radeon RX 5500M (4 GB)	12111	8.0	3200	DDR4	512	0	SSD	1	2
Lenovo ThinkPad X13 Gen 4 (Intel) [21EY000VCL]	https://publicapi.solotodo.com/products/226070/	226070	lenovo-thinkpad-x13-gen-4-intel-21ey000vcl	https://media.solotodo.com/media/products/1847188_picture_1701205523.jfif	1100000	408	199	721	1090	65	Windows 11	13.3	1920x1200	60	54700	1847188	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	32.0	4800	LPDDR5	1000	0	SSD	1	1
HP 14-EF2001LA [827F2LA]	https://publicapi.solotodo.com/products/233053/	233053	hp-14-ef2001la-827f2la	https://media.solotodo.com/media/products/1877512_picture_1707291465.png	1359990	308	199	671	1360	0	Windows 11	13.5	3000x2000	60	0	1877512	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	4266	DDR4	512	0	SSD	1	1
Lenovo IdeaPad Gaming 3 15IMH05 [81Y4016HCL]	https://publicapi.solotodo.com/products/126015/	126015	lenovo-ideapad-gaming-3-15imh05-81y4016hcl	https://media.solotodo.com/media/products/1228061_picture_1599591333.webp	665300	168	242	340	2200	135	Windows 10	15.6	1920x1080	120	45000	1500668	Intel Core i5-10300H	2500	Octa-core	4	8	45.0	8901	NVIDIA GeForce GTX 1650 Ti (4 GB)	10070	8.0	2933	DDR4	1000	5400	HDD	2	2
HP 240 G8 [673Z3LT]	https://publicapi.solotodo.com/products/146091/	146091	hp-240-g8-673z3lt	https://media.solotodo.com/media/products/1623379_picture_1657546367.png	718770	185	131	529	1470	45	Windows 11	14.0	1366x768	60	41000	1623379	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	256	0	SSD	1	1
HP Pavilion Aero 13-BE2004LA [827F4LA]	https://publicapi.solotodo.com/products/237771/	237771	hp-pavilion-aero-13-be2004la-827f4la	https://media.solotodo.com/media/products/1894555_picture_1710509006.jpg	619990	318	191	635	1000	0	Windows 11	13.3	1920x1200	60	0	1894555	AMD Ryzen 5 7535U	2900	Dodeca-core	6	12	28.0	16386	AMD Radeon 660M (Integrada)	4487	16.0	3200	DDR4	512	0	SSD	1	1
HP 15-DY5009LA [6H9F1LA]	https://publicapi.solotodo.com/products/156723/	156723	hp-15-dy5009la-6h9f1la	https://media.solotodo.com/media/products/1673826_picture_1669562911.webp	843890	229	167	516	1690	45	Windows 11	15.6	1366x768	60	41000	1673826	Intel Core i7-1255U	1200	Dodeca-core	2	12	15.0	13495	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	8.0	3200	DDR4	512	0	SSD	1	1
Dell Alienware X14 R2 [INS0155460-R0023880-SA]	https://publicapi.solotodo.com/products/254623/	254623	dell-alienware-x14-r2-ins0155460-r0023880-sa	https://media.solotodo.com/media/products/1939695_picture_1722439307.png	1599990	562	658	465	1900	130	Windows 11	14.0	2560x1600	165	80000	1958828	Intel Core i7-13620H	2400	Hexadeca-core	6	16	45.0	27188	NVIDIA GeForce RTX 4060 (8 GB)	27681	32.0	4800	LPDDR5	2000	0	SSD	1	2
Lenovo Legion Pro 7 16IRX9H [83DECTO1WWCL2]	https://publicapi.solotodo.com/products/232961/	232961	lenovo-legion-pro-7-16irx9h-83decto1wwcl2	https://media.solotodo.com/media/products/1876894_picture_1707232528.jpg	3397884	792	926	157	2620	330	Windows 11	16.0	2560x1600	240	99900	1876909	Intel Core i9-14900HX	1600	Dotriaconta	8	32	55.0	44441	NVIDIA GeForce RTX 4080 (12 GB)	42047	32.0	5600	DDR5	1000	0	SSD	1	2
Lenovo Legion Slim 5 16AHP9 [83DHCTO1WWCL1]	https://publicapi.solotodo.com/products/248076/	248076	lenovo-legion-slim-5-16ahp9-83dhcto1wwcl1	https://media.solotodo.com/media/products/1900123_picture_1712118767.jpg	1608944	498	661	305	2300	230	Windows 11	16.0	2560x1600	165	80000	1927727	AMD Ryzen 7 8845HS	3800	Hexadeca-core	8	16	45.0	29904	NVIDIA GeForce RTX 4060 (8 GB)	27681	16.0	5600	DDR5	512	0	SSD	1	2
HP EliteBook 820 G3 [1ES61EC]	https://publicapi.solotodo.com/products/216979/	216979	hp-elitebook-820-g3-1es61ec	https://media.solotodo.com/media/products/1692873_picture_1672847800.jpg	924990	93	51	733	1280	45	Windows 10	12.5	1366x768	60	46000	1808950	Intel Core i5-6300U	2400	Quad-core	2	4	15.0	3258	Intel HD Graphics 520 (Integrada)	802	8.0	2133	DDR4	512	0	SSD	1	1
HP ZBook Firefly 16 G9 [6U7K5LA / 64 GB / 4 TB SSD]	https://publicapi.solotodo.com/products/245092/	245092	hp-zbook-firefly-16-g9-6u7k5la-64-gb-4-tb-ssd	https://media.solotodo.com/media/products/1683074_picture_1671197286.png	1813340	429	205	380	1800	65	Windows 11	16.0	1920x1200	60	51000	1917123	Intel Core i7-1260P	1500	Hexadeca-core	4	16	28.0	17200	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	64.0	4800	DDR5	4000	0	SSD	1	1
Lenovo ThinkBook 14s G2 ITL [20VA001RCL]	https://publicapi.solotodo.com/products/116125/	116125	lenovo-thinkbook-14s-g2-itl-20va001rcl	https://media.solotodo.com/media/products/1426332_picture_1627066997.webp	699990	256	185	659	1270	65	Windows 10	14.0	1920x1080	60	56000	1426332	Intel Core i7-1165G7	2800	Octa-core	4	8	12.0	11752	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	4266	LPDDR4X	512	0	SSD	1	1
Lenovo ThinkPad P14s Gen 4 (AMD) [21K6000CCL]	https://publicapi.solotodo.com/products/220313/	220313	lenovo-thinkpad-p14s-gen-4-amd-21k6000ccl	https://media.solotodo.com/media/products/1821789_picture_1695916512.jpg	1099991	441	283	549	1340	65	Windows 11	14.0	1920x1200	60	0	1821789	AMD Ryzen 7 PRO 7840U	3300	Hexadeca-core	8	16	28.0	25615	AMD Radeon 780M (Integrada)	7703	16.0	6400	LPDDR5X	512	0	SSD	1	1
HP Victus 15-FA1010LA [8U892LA]	https://publicapi.solotodo.com/products/235453/	235453	hp-victus-15-fa1010la-8u892la	https://media.solotodo.com/media/products/1840757_picture_1699765905.jfif	581990	314	265	326	2290	0	Windows 11	15.6	1920x1080	60	0	1886666	Intel Core i5-12450H	1500	Dodeca-core	4	12	45.0	19820	NVIDIA GeForce RTX 2050 (4 GB)	9166	8.0	3200	DDR4	512	0	SSD	1	2
Apple MacBook Pro 16 (Late 2019 / i9-9880H / 1 TB / Space Gray) [MVVK2CI/A]	https://publicapi.solotodo.com/products/73999/	73999	apple-macbook-pro-16-late-2019-i9-9880h-1-tb-space-gray-mvvk2cia	https://media.solotodo.com/media/products/1072776_picture_1580975052.jpg	1249990	288	292	350	2000	96	macOS	16.0	3072x1920	60	99800	1072776	Intel Core i9-9880H	2300	Hexadeca-core	8	16	35.0	14141	AMD Radeon Pro 5500M (4 GB)	10399	16.0	2666	DDR4	1000	0	SSD	1	2
Acer Aspire 5 A515-45-R6N0-1 [NX.A7YAL.00S.1]	https://publicapi.solotodo.com/products/234911/	234911	acer-aspire-5-a515-45-r6n0-1-nxa7yal00s1	https://media.solotodo.com/media/products/1884510_picture_1708442809.jpg	549990	316	151	506	1760	0	Windows 11	15.6	1920x1080	60	48000	1884510	AMD Ryzen 7 5700U	1800	Hexadeca-core	8	16	15.0	16258	AMD Radeon RX Vega 8 (Integrada)	2335	16.0	3200	DDR4	512	0	SSD	1	1
Lenovo ThinkPad T480 [20L6A0LJCL]	https://publicapi.solotodo.com/products/53258/	53258	lenovo-thinkpad-t480-20l6a0ljcl	https://media.solotodo.com/media/products/798048_picture_1533822936.jpg	289990	106	53	655	1300	45	Windows 10	14.0	1366x768	60	48000	840934	Intel Core i5-8250U	1600	Octa-core	4	8	15.0	6078	Intel UHD Graphics 620 (Integrada)	1024	4.0	2400	DDR4	1000	5400	HDD	2	1
HP 240 G7 [1A4W8LT]	https://publicapi.solotodo.com/products/109796/	109796	hp-240-g7-1a4w8lt	https://media.solotodo.com/media/products/958511_picture_1563396264.jpg	793888	156	80	622	1520	0	Windows 10	14.0	1366x768	60	41000	1389613	Intel Core i5-1035G1	1000	Octa-core	4	8	15.0	7990	Intel UHD Graphics G1 (Integrada)	1443	8.0	2666	DDR4	1000	5400	HDD	1	1
HP Elite x360 1040 G11 [A38ZMLA]	https://publicapi.solotodo.com/products/250765/	250765	hp-elite-x360-1040-g11-a38zmla	https://media.solotodo.com/media/products/1842195_picture_1700050621.png	1728507	333	207	643	1380	65	Windows 11	14.0	1920x1200	60	56000	1936265	Intel Core Ultra 5 135U	1600	Tessaradeca-core	2	14	15.0	17520	Intel Arc 4-Cores iGPU (Integrada)	5149	16.0	7500	LPDDR5	1000	0	SSD	1	1
ThundeRobot 911 Air (i5-12450H / 16GB / 512GB SSD / RTX 3050 4GB)	https://publicapi.solotodo.com/products/152595/	152595	thunderobot-911-air-i5-12450h-16gb-512gb-ssd-rtx-3050-4gb	https://media.solotodo.com/media/products/1588585_picture_1652195370.webp	777990	364	354	220	3000	0	Windows 11	15.6	1920x1080	144	0	1650741	Intel Core i5-12450H	1500	Dodeca-core	4	12	45.0	19820	NVIDIA GeForce RTX 3050 (4 GB)	12674	16.0	3200	DDR4	512	0	SSD	1	2
ASUS TUF FX506HF-HN014W [90NR0HB4-M001S0]	https://publicapi.solotodo.com/products/212050/	212050	asus-tuf-fx506hf-hn014w-90nr0hb4-m001s0	https://media.solotodo.com/media/products/1782056_picture_1689543282.jpg	980990	253	248	325	2300	0	Windows 11	15.6	1920x1080	144	48000	1782056	Intel Core i5-11400H	2700	Dodeca-core	6	12	45.0	15257	NVIDIA GeForce RTX 2050 (4 GB)	9166	8.0	3200	DDR4	512	0	SSD	1	2
Lenovo ThinkPad P16 Gen 2 [21FBCTO1WWCL3]	https://publicapi.solotodo.com/products/231352/	231352	lenovo-thinkpad-p16-gen-2-21fbcto1wwcl3	https://media.solotodo.com/media/products/1650708_picture_1665132287.webp	4434216	733	201	107	2950	230	Windows 11	16.0	3840x2400	60	94000	1870293	Intel Core i9-13950HX	1600	Dotriaconta	8	32	55.0	40048	NVIDIA RTX 4000 Ada (12 GB)	0	64.0	5600	DDR5	1000	0	SSD	1	2
Lenovo IdeaPad Pro 5 16IMH9 [83D4006CCL]	https://publicapi.solotodo.com/products/254795/	254795	lenovo-ideapad-pro-5-16imh9-83d4006ccl	https://media.solotodo.com/media/products/1876777_picture_1707231468.jpg	1499990	589	302	359	1940	0	Windows 11	16.0	2560x1600	120	84000	1959945	Intel Core Ultra 9 185H	3900	icosidyo-core	6	22	45.0	29239	Intel Arc 8-Core iGPU (Integrada)	8250	32.0	7467	LPDDR5X	1000	0	SSD	1	1
ASUS X543UA-GQ3522T [90NB0HF7-M000J0]	https://publicapi.solotodo.com/products/127445/	127445	asus-x543ua-gq3522t-90nb0hf7-m000j0	https://media.solotodo.com/media/products/1330210_picture_1613998579.jpg	349900	131	65	485	1900	0	Windows 10	15.6	1366x768	60	33000	1509922	Intel Core i5-8250U	1600	Octa-core	4	8	15.0	6078	Intel UHD Graphics 620 (Integrada)	1024	8.0	2400	DDR4	1000	5400	HDD	1	1
Apple MacBook Air 15 (Early 2024 / Apple Silicon M3 (10-core GPU) / 16 GB / 512 GB SSD / Midnight) [MXD43CI/A]	https://publicapi.solotodo.com/products/236715/	236715	apple-macbook-air-15-early-2024-apple-silicon-m3-10-core-gpu-16-gb-512-gb-ssd-midnight-mxd43cia	https://media.solotodo.com/media/products/1891063_picture_1709627044.jpg	1949990	360	119	635	0	35	macOS	15.3	2880x1864	60	0	1891063	Apple M-Series M3 (8-Core CPU / 10-Core GPU)	100	Octa-core	4	8	20.0	19535	Apple M-Series M3 10-Core GPU (Integrada)	0	16.0	0	UMA	512	0	SSD	1	1
HP 15-DY5000LA [6K2C8LA]	https://publicapi.solotodo.com/products/155934/	155934	hp-15-dy5000la-6k2c8la	https://media.solotodo.com/media/products/1669930_picture_1668852231.jpg	449990	254	150	516	1690	45	Windows 11	15.6	1920x1080	60	41000	1669930	Intel Core i5-1235U	900	Dodeca-core	2	12	15.0	15354	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	512	0	SSD	1	1
Gigabyte G5 KF [KF-E3US333SH]	https://publicapi.solotodo.com/products/209449/	209449	gigabyte-g5-kf-kf-e3us333sh	https://media.solotodo.com/media/products/1765569_picture_1685033363.jpg	1119990	337	613	385	1900	150	Windows 11	15.6	1920x1080	144	54000	1765569	Intel Core i5-12500H	1800	Hexadeca-core	4	16	45.0	21579	NVIDIA GeForce RTX 4060 (8 GB)	27681	8.0	3200	DDR4	512	0	SSD	1	2
HP 15-DW1064LA [2A4R3LA]	https://publicapi.solotodo.com/products/92900/	92900	hp-15-dw1064la-2a4r3la	https://media.solotodo.com/media/products/1289506_picture_1608575327.jpg	669990	169	107	509	1740	65	Windows 10	15.6	1920x1080	60	41000	1289506	Intel Core i7-10510U	1800	Octa-core	4	8	15.0	7103	NVIDIA GeForce MX130 (2 GB)	2394	12.0	2666	DDR4	1000	5400	HDD	2	2
Hyundai HyBook Hepta [HT14CCIC47EGH]	https://publicapi.solotodo.com/products/252129/	252129	hyundai-hybook-hepta-ht14ccic47egh	https://media.solotodo.com/media/products/1940431_picture_1722520951.jpg	149990	47	26	638	1380	0	Windows 10	14.1	1366x768	60	0	1940431	Intel Celeron N4020	1100	Dual-core	2	2	6.0	1705	Intel UHD Graphics 600 (Integrada)	448	4.0	2400	LPDDR4	128	0	SSD	1	1
Lenovo ThinkPad E14 Gen 5 (Intel) (21JLS1E400 / 16 GB RAM)	https://publicapi.solotodo.com/products/251854/	251854	lenovo-thinkpad-e14-gen-5-intel-21jls1e400-16-gb-ram	https://media.solotodo.com/media/products/1640684_picture_1662725762.png	860990	308	199	638	1410	65	Windows 11	14.0	1920x1200	60	0	1939349	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	256	0	SSD	1	1
HP 255 G7 (28S75LT / Windows 10 Home)	https://publicapi.solotodo.com/products/126196/	126196	hp-255-g7-28s75lt-windows-10-home	https://media.solotodo.com/media/products/1425903_picture_1626969616.jpg	299990	85	56	603	1780	0	Windows 10	15.6	1366x768	60	41000	1501767	AMD Athlon 3020e	1200	Dual-core	2	2	6.0	2666	AMD Radeon RX Vega 3 (Integrada)	1192	8.0	2400	DDR4	1000	5400	HDD	1	1
Lenovo ThinkBook 14 G4 IAP [21DH00RDCL]	https://publicapi.solotodo.com/products/240841/	240841	lenovo-thinkbook-14-g4-iap-21dh00rdcl	https://media.solotodo.com/media/products/1638632_picture_1661767046.jpg	1048094	511	243	540	1400	65	Windows 11	14.0	1920x1080	60	60000	1904702	Intel Core i7-13700H	1800	Icosa-core	6	20	45.0	30833	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
HP Omen 15-EN0002LA [10G91LA]	https://publicapi.solotodo.com/products/91204/	91204	hp-omen-15-en0002la-10g91la	https://media.solotodo.com/media/products/1211394_picture_1596756239.jpg	759990	358	403	314	2370	200	Windows 10	15.6	1920x1080	60	70900	1268085	AMD Ryzen 7 4800H	2900	Hexadeca-core	8	16	45.0	19411	NVIDIA GeForce RTX 2060 (6 GB)	15389	16.0	3200	DDR4	512	0	SSD	1	2
Dell Latitude 7442 [L7442IN1I7RPS16512W11P3PS]	https://publicapi.solotodo.com/products/209782/	209782	dell-latitude-7442-l7442in1i7rps16512w11p3ps	https://media.solotodo.com/media/products/1766281_picture_1685109830.jpg	1359990	305	198	691	1055	0	Windows 11	14.0	1366x768	60	0	1766281	Intel Core i7-1365U	1300	Dodeca-core	2	12	15.0	15407	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	2133	DDR4	512	0	SSD	1	1
ASUS ROG Strix Scar 18 G834JZR-R6126W [90NR0IN2-M006A0]	https://publicapi.solotodo.com/products/253438/	253438	asus-rog-strix-scar-18-g834jzr-r6126w-90nr0in2-m006a0	https://media.solotodo.com/media/products/1882003_picture_1707913163.jpg	4314850	792	926	100	3100	330	Windows 11	16.0	2560x1600	240	90000	1948523	Intel Core i9-14900HX	1600	Dotriaconta	8	32	55.0	44441	NVIDIA GeForce RTX 4080 (12 GB)	42047	64.0	5600	DDR5	2000	0	SSD	1	2
Gigabyte Aorus 15 [9MF-E2LA583SH]	https://publicapi.solotodo.com/products/242454/	242454	gigabyte-aorus-15-9mf-e2la583sh	https://media.solotodo.com/media/products/1784766_picture_1690090570.jpg	1083900	337	533	311	2390	240	Windows 11	15.6	1920x1080	360	99000	1909021	Intel Core i5-12500H	1800	Hexadeca-core	4	16	45.0	21579	NVIDIA GeForce RTX 4050 (6 GB)	23362	8.0	4800	DDR5	512	0	SSD	1	2
XPG Xenia G15 [XENIAG15I7G12H4060LX-BKC]	https://publicapi.solotodo.com/products/215140/	215140	xpg-xenia-g15-xeniag15i7g12h4060lx-bkc	https://media.solotodo.com/media/products/1795382_picture_1691787618.jpg	1099997	421	647	325	2300	230	Windows 11	15.6	1920x1080	144	53350	1795921	Intel Core i7-12650H	1700	Hexadeca-core	6	16	45.0	24118	NVIDIA GeForce RTX 4060 (8 GB)	27681	16.0	4800	DDR5	512	0	SSD	1	2
MSI Pulse GL66 12UEK [9S7-158314-637]	https://publicapi.solotodo.com/products/254671/	254671	msi-pulse-gl66-12uek-9s7-158314-637	https://media.solotodo.com/media/products/1622065_picture_1657024387.png	949990	464	530	332	2250	240	Windows 11	15.6	1920x1080	144	53000	1959266	Intel Core i7-12700H	1700	Icosa-core	6	20	45.0	27346	NVIDIA GeForce RTX 3060 (6 GB)	20727	16.0	3200	DDR4	512	0	SSD	1	2
Lenovo ThinkPad T480 (20L6A0UGCL / Intel I5-8250U / 16 GB / 480 GB SSD / HD / W10P)	https://publicapi.solotodo.com/products/247307/	247307	lenovo-thinkpad-t480-20l6a0ugcl-intel-i5-8250u-16-gb-480-gb-ssd-hd-w10p	https://media.solotodo.com/media/products/798048_picture_1533822936.jpg	345000	181	90	613	1580	0	Windows 10	14.0	1366x768	60	48000	1925723	Intel Core i5-8250U	1600	Octa-core	4	8	15.0	6078	Intel UHD Graphics 620 (Integrada)	1024	16.0	2400	DDR4	480	0	SSD	1	1
Lenovo V14 G2 ALC [82KC00DFCL]	https://publicapi.solotodo.com/products/153474/	153474	lenovo-v14-g2-alc-82kc00dfcl	https://media.solotodo.com/media/products/1656152_picture_1666459283.png	979900	316	151	610	1600	65	Windows 10	14.0	1920x1080	60	0	1656165	AMD Ryzen 7 5700U	1800	Hexadeca-core	8	16	15.0	16258	AMD Radeon RX Vega 8 (Integrada)	2335	16.0	3200	DDR4	512	0	SSD	1	1
Lenovo ThinkPad L14 Gen 4 (Intel) [21H2S42300]	https://publicapi.solotodo.com/products/227899/	227899	lenovo-thinkpad-l14-gen-4-intel-21h2s42300	https://media.solotodo.com/media/products/1855863_picture_1703048165.webp	1039990	308	199	625	1500	65	Windows 11	14.0	1920x1080	60	46500	1855863	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
HP 14-DQ1004LA [6QW11LA]	https://publicapi.solotodo.com/products/69497/	69497	hp-14-dq1004la-6qw11la	https://media.solotodo.com/media/products/1019319_picture_1574692750.jpg	357504	156	80	631	1460	0	Windows 10	14.0	1366x768	60	41000	1023876	Intel Core i5-1035G1	1000	Octa-core	4	8	15.0	7990	Intel UHD Graphics G1 (Integrada)	1443	8.0	2666	DDR4	256	0	SSD	2	1
ASUS ExpertBook B1400CEAE-EK5015R (90NX0421-M02EE0 / 16 GB RAM)	https://publicapi.solotodo.com/products/223064/	223064	asus-expertbook-b1400ceae-ek5015r-90nx0421-m02ee0-16-gb-ram	https://media.solotodo.com/media/products/1453421_picture_1631024524.png	849452	256	185	610	1600	65	Windows 10	14.0	1920x1080	60	48000	1836882	Intel Core i7-1165G7	2800	Octa-core	4	8	12.0	11752	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	2666	DDR4	512	0	SSD	1	1
Dell Vostro 3400 [V1J8X]	https://publicapi.solotodo.com/products/140038/	140038	dell-vostro-3400-v1j8x	https://media.solotodo.com/media/products/1292751_picture_1609194998.jpg	718918	185	131	504	1640	45	Windows 10	14.0	1366x768	60	42000	1592117	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	256	0	SSD	1	1
HP ZBook Firefly 16 G9 [6U7K5LA / 32 GB / 1 TB SSD]	https://publicapi.solotodo.com/products/245093/	245093	hp-zbook-firefly-16-g9-6u7k5la-32-gb-1-tb-ssd	https://media.solotodo.com/media/products/1683074_picture_1671197286.png	1613410	429	205	380	1800	65	Windows 11	16.0	1920x1200	60	51000	1917136	Intel Core i7-1260P	1500	Hexadeca-core	4	16	28.0	17200	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	32.0	4800	DDR5	1000	0	SSD	1	1
Apple MacBook Pro 14 (Late 2023 / Apple Silicon M3 8-Core CPU / 8 GB / 512 GB SSD / Space Gray) [MTL73CI/A]	https://publicapi.solotodo.com/products/223010/	223010	apple-macbook-pro-14-late-2023-apple-silicon-m3-8-core-cpu-8-gb-512-gb-ssd-space-gray-mtl73cia	https://media.solotodo.com/media/products/1836542_picture_1698758842.jpg	1599990	310	94	615	1500	70	macOS	14.2	3024x1964	120	70000	1836542	Apple M-Series M3 (8-Core CPU / 10-Core GPU)	100	Octa-core	4	8	20.0	19535	Apple M-Series M3 10-Core GPU (Integrada)	0	8.0	0	UMA	512	0	SSD	1	1
Lenovo ThinkPad E14 Gen 6 (AMD) [21M4CTO1WWCL2]	https://publicapi.solotodo.com/products/251029/	251029	lenovo-thinkpad-e14-gen-6-amd-21m4cto1wwcl2	https://media.solotodo.com/media/products/1936958_picture_1721831809.png	925383	318	191	534	1440	65	Windows 11	14.0	2240x1400	60	57000	1936958	AMD Ryzen 5 7535U	2900	Dodeca-core	6	12	28.0	16386	AMD Radeon 660M (Integrada)	4487	16.0	4800	DDR5	512	0	SSD	1	1
Acer Aspire Lite AL16-51P-71WK-1 [NX.KX0AL.007.1]	https://publicapi.solotodo.com/products/245308/	245308	acer-aspire-lite-al16-51p-71wk-1-nxkx0al0071	https://media.solotodo.com/media/products/1917853_picture_1716843097.webp	620790	279	192	495	1700	65	Windows 11	16.0	1920x1200	60	0	1917853	Intel Core i7-1255U	1200	Dodeca-core	2	12	15.0	13495	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	5200	DDR5	512	0	SSD	1	1
HP Omen 16-WF0008LA [A29B4LA]	https://publicapi.solotodo.com/products/251054/	251054	hp-omen-16-wf0008la-a29b4la	https://media.solotodo.com/media/products/1937288_picture_1721847280.jpg	2229990	857	702	192	2350	0	Windows 11	16.1	1920x1080	165	83000	1937288	Intel Core i9-13900HX	1600	Dotriaconta	8	32	55.0	49344	NVIDIA GeForce RTX 4070 (8 GB)	29899	32.0	5600	DDR5	1000	0	SSD	1	2
Lenovo Legion Pro 5 16IRX8 [82WK0069US]	https://publicapi.solotodo.com/products/246244/	246244	lenovo-legion-pro-5-16irx8-82wk0069us	https://media.solotodo.com/media/products/1921679_picture_1717473959.jpg	1814990	546	702	267	2550	300	Windows 11	16.0	2560x1600	165	80000	1921679	Intel Core i7-13700HX	2100	1	8	24	55.0	33484	NVIDIA GeForce RTX 4070 (8 GB)	29899	16.0	4800	DDR5	1000	0	SSD	1	2
Lenovo ThinkBook 2-in-1 G4 IML [21MX0022CL]	https://publicapi.solotodo.com/products/243769/	243769	lenovo-thinkbook-2-in-1-g4-iml-21mx0022cl	https://media.solotodo.com/media/products/1913567_picture_1715697046.jpg	1249991	315	202	604	1640	65	Windows 11	14.0	1920x1200	60	60000	1913567	Intel Core Ultra 7 155U	3800	Tessaradeca-core	2	14	15.0	16140	Intel Arc 4-Cores iGPU (Integrada)	5149	16.0	5600	DDR5	1000	0	SSD	1	1
Lenovo IdeaPad 3 15 (Ryzen 7 5700U / 16 GB / 512 GB SSD / W11H)	https://publicapi.solotodo.com/products/234981/	234981	lenovo-ideapad-3-15-ryzen-7-5700u-16-gb-512-gb-ssd-w11h	https://media.solotodo.com/media/products/1884939_picture_1708454261.jpg	549990	316	151	522	1650	0	Windows 11	15.6	1920x1080	60	0	1884939	AMD Ryzen 7 5700U	1800	Hexadeca-core	8	16	15.0	16258	AMD Radeon RX Vega 8 (Integrada)	2335	16.0	3200	DDR4	512	0	SSD	1	1
Lenovo V14 G2 ITL [82KA00VPCL]	https://publicapi.solotodo.com/products/153838/	153838	lenovo-v14-g2-itl-82ka00vpcl	https://media.solotodo.com/media/products/1658333_picture_1666795864.jpg	699990	135	89	610	1600	65	Windows 10	14.0	1366x768	60	45000	1658333	Intel Core i3-1115G4	3000	Quad-core	2	4	28.0	6436	Intel UHD Graphics G4 48EUs (Integrada)	2250	8.0	3200	DDR4	256	0	SSD	1	1
Microsoft Surface Laptop Go 2 - Platinum [KPT-00009]	https://publicapi.solotodo.com/products/254354/	254354	microsoft-surface-laptop-go-2-platinum-kpt-00009	https://media.solotodo.com/media/products/1956317_picture_1725869577.jpeg	793450	185	131	680	0	39	Windows 10	12.4	1536x1024	60	0	1956317	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	2400	LPDDR4X	256	0	SSD	1	1
Lenovo Legion 5 16IRX9 [83DGCTO1WWCL1]	https://publicapi.solotodo.com/products/232953/	232953	lenovo-legion-5-16irx9-83dgcto1wwcl1	https://media.solotodo.com/media/products/1876722_picture_1707230061.jpg	1504619	454	576	205	2300	230	Windows 11	16.0	2560x1600	165	80000	1876746	Intel Core i5-13450HX	1800	Hexadeca-core	6	16	55.0	26556	NVIDIA GeForce RTX 4050 (6 GB)	23362	16.0	4800	DDR5	512	0	SSD	1	2
Lenovo Legion 5 16IRX9 [83DFCTO1WWCL1]	https://publicapi.solotodo.com/products/248075/	248075	lenovo-legion-5-16irx9-83dfcto1wwcl1	https://media.solotodo.com/media/products/1882868_picture_1708111811.webp	1729404	475	661	275	2500	300	Windows 11	16.0	2560x1600	240	80000	1927709	Intel Core i5-14500HX	2600	Icosa-core	6	20	55.0	28177	NVIDIA GeForce RTX 4060 (8 GB)	27681	16.0	5600	DDR5	512	0	SSD	1	2
