name	url	id	slug	picture_url	price	score_general	score_games	score_mobility	weight	power_adapter_power	operating_system_family_name	screen_size_value	screen_resolution_unicode	screen_rr_value	battery_mwh	default_bucket	processor_unicode	processor_f_value	processor_thread_count_name	processor_p_core_count	processor_thread_count	processor_tdp	processor_speed_score	main_gpu_name	main_gpu_speed_score	ram_quantity_value	ram_frequency_value	ram_type_name	sd_capacity_value	sd_rpm_value	sd_drive_type_name	storage_drives_count	gpus_count
Lenovo V15 G3 IAP [82TTA0AAIN]	https://publicapi.solotodo.com/products/246677/	246677	lenovo-v15-g3-iap-82tta0aain	https://media.solotodo.com/media/products/1922685_picture_1717682649.jpg	699990	279	192	515	1700	65	Windows 11	15.6	1980x1080	60	38000	1922685	Intel Core i7-1255U	1200	Dodeca-core	2	12	15.0	13495	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
Dell Precision 7520 (i7-7700HQ / 16 GB / 500 GB SSD / Quadro M1200 4GB)	https://publicapi.solotodo.com/products/252860/	252860	dell-precision-7520-i7-7700hq-16-gb-500-gb-ssd-quadro-m1200-4gb	https://media.solotodo.com/media/products/1944529_picture_1723816758.jpg	499990	192	151	400	1800	0	Windows 10	15.6	1920x1080	60	0	1944529	Intel Core i7-7700HQ	2800	Octa-core	4	8	45.0	6951	NVIDIA Quadro M1200 (4 GB)	4165	16.0	2400	DDR4	500	0	SSD	1	2
HP Omen 17-CK2008 [975P0UAR]	https://publicapi.solotodo.com/products/254612/	254612	hp-omen-17-ck2008-975p0uar	https://media.solotodo.com/media/products/1842234_picture_1700052747.png	1899990	857	926	67	2780	330	Windows 11	17.3	2560x1440	240	83000	1958690	Intel Core i9-13900HX	1600	Dotriaconta	8	32	55.0	49344	NVIDIA GeForce RTX 4080 (12 GB)	42047	32.0	5600	DDR5	1000	0	SSD	1	2
Lenovo ThinkPad L14 [20U2S00A00]	https://publicapi.solotodo.com/products/101089/	101089	lenovo-thinkpad-l14-20u2s00a00	https://media.solotodo.com/media/products/1340442_picture_1626378291.png	399990	136	67	608	1610	65	Windows 10	14.0	1366x768	60	45000	1340442	Intel Core i5-10210U	1600	Octa-core	4	8	15.0	6482	Intel UHD Graphics 620 (Integrada)	1024	8.0	2666	DDR4	256	0	SSD	1	1
HP EliteBook 835 G10 [9W7B1U8]	https://publicapi.solotodo.com/products/251982/	251982	hp-elitebook-835-g10-9w7b1u8	https://media.solotodo.com/media/products/1939733_picture_1722438898.png	569990	456	118	685	1330	65	Windows 11	13.3	1920x1200	60	51000	1939733	AMD Ryzen 5 PRO 7540U	3200	Dodeca-core	6	12	15.0	19220	AMD Radeon 740M (Integrada)	0	32.0	6400	LPDDR5	512	0	SSD	1	1
HP Pavilion Aero 13-BE0501LA / 500 GB SSD / W11Pro [472Q9LA]	https://publicapi.solotodo.com/products/240161/	240161	hp-pavilion-aero-13-be0501la-500-gb-ssd-w11pro-472q9la	https://media.solotodo.com/media/products/1449718_picture_1630534864.png	419520	264	140	635	1000	45	Windows 11	13.3	1920x1200	60	43000	1902973	AMD Ryzen 5 5600U	2300	Dodeca-core	6	12	25.0	16053	AMD Radeon RX Vega 7 (Integrada)	3134	8.0	3200	DDR4	512	0	SSD	1	1
MSI Katana 15 B13VGK-484US	https://publicapi.solotodo.com/products/213445/	213445	msi-katana-15-b13vgk-484us	https://media.solotodo.com/media/products/1768455_picture_1685718857.jpg	1474330	462	699	332	2250	200	Windows 11	15.6	1920x1080	144	53500	1786576	Intel Core i7-13620H	2400	Hexadeca-core	6	16	45.0	27188	NVIDIA GeForce RTX 4070 (8 GB)	29899	16.0	5200	DDR5	1000	0	SSD	1	2
Lenovo Legion 5 Pro 16ARH7H [82RG0004US]	https://publicapi.solotodo.com/products/240405/	240405	lenovo-legion-5-pro-16arh7h-82rg0004us	https://media.solotodo.com/media/products/1725978_picture_1677221166.jpg	1399990	511	638	276	2490	300	Windows 11	16.0	2560x1600	165	80000	1903560	AMD Ryzen 7 6800H	3200	Hexadeca-core	8	16	45.0	23378	NVIDIA GeForce RTX 3070 Ti (8 GB)	27336	32.0	4800	DDR5	1000	0	SSD	1	2
Lenovo LOQ 15IRH8 [82XV0012US]	https://publicapi.solotodo.com/products/236412/	236412	lenovo-loq-15irh8-82xv0012us	https://media.solotodo.com/media/products/1889827_picture_1709402334.jpg	744997	314	137	310	2400	170	Windows 11	15.6	1920x1080	144	60000	1889827	Intel Core i5-12450H	1500	Dodeca-core	4	12	45.0	19820	NVIDIA GeForce RTX 3050 (6 GB)	0	8.0	4800	DDR5	512	0	SSD	1	2
MSI Katana 17 B12UDXK (i5-12500H / 8GB / 512GB SSD / RTX 3050 6GB)	https://publicapi.solotodo.com/products/222693/	222693	msi-katana-17-b12udxk-i5-12500h-8gb-512gb-ssd-rtx-3050-6gb	https://media.solotodo.com/media/products/1741642_picture_1679639223.png	1068990	337	172	194	2600	180	Windows 11	17.3	1920x1080	144	53500	1834933	Intel Core i5-12500H	1800	Hexadeca-core	4	16	45.0	21579	NVIDIA GeForce RTX 3050 (6 GB)	0	8.0	4800	DDR5	512	0	SSD	1	2
Gigabyte Aorus 17H [BXF-74LA555SH]	https://publicapi.solotodo.com/products/227848/	227848	gigabyte-aorus-17h-bxf-74la555sh	https://media.solotodo.com/media/products/1732668_picture_1678214098.jpg	2649990	511	926	179	2700	0	Windows 11	17.3	1920x1080	360	99000	1855361	Intel Core i7-13700H	1800	Icosa-core	6	20	45.0	30833	NVIDIA GeForce RTX 4080 (12 GB)	42047	16.0	4800	DDR5	1000	0	SSD	1	2
ASUS TUF Gaming F15 FX506LHB-HN326W [90NR03U2-M007M0]	https://publicapi.solotodo.com/products/145773/	145773	asus-tuf-gaming-f15-fx506lhb-hn326w-90nr03u2-m007m0	https://media.solotodo.com/media/products/1622460_picture_1657114958.jpg	639000	168	228	325	2300	150	Windows 11	15.6	1920x1080	144	48000	1622460	Intel Core i5-10300H	2500	Octa-core	4	8	45.0	8901	NVIDIA GeForce GTX 1650 (4 GB)	9317	8.0	2933	DDR4	512	0	SSD	1	2
Lenovo ThinkPad X13 Gen 4 (AMD) [21J4CTO1WWCL2]	https://publicapi.solotodo.com/products/235292/	235292	lenovo-thinkpad-x13-gen-4-amd-21j4cto1wwcl2	https://media.solotodo.com/media/products/1886250_picture_1708607479.jpg	1419510	541	283	590	1300	45	Windows 11	13.3	1920x1200	60	54700	1886291	AMD Ryzen 7 PRO 7840U	3300	Hexadeca-core	8	16	28.0	25615	AMD Radeon 780M (Integrada)	7703	32.0	6400	LPDDR5X	1000	0	SSD	1	1
Acer Nitro 5 AN515-52-722W [NH.Q4AAL.002]	https://publicapi.solotodo.com/products/48456/	48456	acer-nitro-5-an515-52-722w-nhq4aal002	https://media.solotodo.com/media/products/786447_picture_1532615810.jpg	439990	211	191	165	2700	135	Windows 10	15.6	1920x1080	60	0	787565	Intel Core i7-8750H	2200	Dodeca-core	6	12	45.0	10205	NVIDIA GeForce GTX 1050 (4 GB)	6382	12.0	2400	DDR4	1000	5400	HDD	2	2
Dell Latitude 5440 [K94CK]	https://publicapi.solotodo.com/products/207043/	207043	dell-latitude-5440-k94ck	https://media.solotodo.com/media/products/1762516_picture_1684397842.webp	1008114	308	199	641	1390	65	Windows 11	14.0	1920x1080	60	54000	1762529	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
Gear Orchid - Grey (i5-1135G7 / 8GB / 256GB SSD / W10H)	https://publicapi.solotodo.com/products/140455/	140455	gear-orchid-grey-i5-1135g7-8gb-256gb-ssd-w10h	https://media.solotodo.com/media/products/1362437_picture_1617824363.jpg	325000	185	131	519	1540	0	Windows 10	14.0	1920x1080	60	0	1594689	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	2400	LPDDR4X	256	0	SSD	1	1
MSI Bravo 15 C7UDX-059CA [MSI-7UDX-059CA-B]	https://publicapi.solotodo.com/products/220311/	220311	msi-bravo-15-c7udx-059ca-msi-7udx-059ca-b	https://media.solotodo.com/media/products/1821763_picture_1695915773.webp	957599	425	177	332	2250	180	Windows 11	15.6	1920x1080	144	53500	1821763	AMD Ryzen 7 7735HS	3200	Hexadeca-core	8	16	35.0	24398	NVIDIA GeForce RTX 3050 (6 GB)	0	16.0	4800	DDR5	512	0	SSD	1	2
Lenovo IdeaPad Slim 5 14IMH9 [83DA0072CL]	https://publicapi.solotodo.com/products/253473/	253473	lenovo-ideapad-slim-5-14imh9-83da0072cl	https://media.solotodo.com/media/products/1927578_picture_1719197777.png	819990	360	268	528	1480	65	Windows 11	14.0	1920x1200	60	57000	1948755	Intel Core Ultra 5 125H	3600	octodeca-core	4	18	28.0	19543	Intel Arc 7-Cores iGPU (Integrada)	8069	16.0	7467	LPDDR5X	512	0	SSD	1	1
Lenovo ThinkPad L14 Gen 2 [20X2S91K00]	https://publicapi.solotodo.com/products/145291/	145291	lenovo-thinkpad-l14-gen-2-20x2s91k00	https://media.solotodo.com/media/products/1434155_picture_1628113295.png	1066990	256	185	611	1590	65	Windows 10	14.0	1920x1080	60	45000	1620415	Intel Core i7-1165G7	2800	Octa-core	4	8	12.0	11752	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
Dell Latitude 3420 (i5-1135G7 / 8 GB / 256 GB SSD)	https://publicapi.solotodo.com/products/214231/	214231	dell-latitude-3420-i5-1135g7-8-gb-256-gb-ssd	https://media.solotodo.com/media/products/1385959_picture_1620314425.webp	929990	185	131	522	1520	0	Windows 10	14.0	1920x1080	60	41000	1791534	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	256	0	SSD	1	1
ASUS TUF Dash F15 TUF516PE-AB73	https://publicapi.solotodo.com/products/114176/	114176	asus-tuf-dash-f15-tuf516pe-ab73	https://media.solotodo.com/media/products/1412951_picture_1624644340.jpg	899990	225	343	370	2000	0	Windows 10	15.6	1920x1080	144	76000	1412951	Intel Core i7-11370H	3300	Octa-core	4	8	35.0	13150	NVIDIA GeForce RTX 3050 Ti (4 GB)	14679	8.0	3200	DDR4	512	0	SSD	1	2
Lenovo ThinkPad T480 (i5-8250U / 8GB / 250GB SSD)	https://publicapi.solotodo.com/products/147450/	147450	lenovo-thinkpad-t480-i5-8250u-8gb-250gb-ssd	https://media.solotodo.com/media/products/798048_picture_1533822936.jpg	290000	131	65	602	1650	0	Windows 10	14.0	1366x768	60	48000	1627628	Intel Core i5-8250U	1600	Octa-core	4	8	15.0	6078	Intel UHD Graphics 620 (Integrada)	1024	8.0	2400	DDR4	250	0	SSD	1	1
Lenovo ThinkPad T14 Gen 5 (Intel) [21MMCTO1WWCL2]	https://publicapi.solotodo.com/products/251958/	251958	lenovo-thinkpad-t14-gen-5-intel-21mmcto1wwcl2	https://media.solotodo.com/media/products/1939470_picture_1722435580.png	1547717	461	298	543	1380	65	Windows 11	14.0	2880x1800	120	52500	1939470	Intel Core Ultra 7 155H	3800	icosidyo-core	6	22	28.0	23342	Intel Arc 8-Cores iGPU (Integrada)	8918	24.0	5600	DDR5	512	0	SSD	1	1
MSI Modern 15 B12HW (i7-1255U / 16 GB / 512 GB SSD)	https://publicapi.solotodo.com/products/245310/	245310	msi-modern-15-b12hw-i7-1255u-16-gb-512-gb-ssd	https://media.solotodo.com/media/products/1768953_picture_1686069358.png	698985	279	248	500	1800	90	Windows 11	15.6	1920x1080	60	53800	1917886	Intel Core i7-1255U	1200	Dodeca-core	2	12	15.0	13495	Intel Arc A370M (4 GB)	8157	16.0	3200	DDR4	512	0	SSD	1	2
Apple MacBook Pro 14 (Late 2023 / Apple Silicon M3 8-Core CPU / 8 GB / 512 GB SSD / Silver) [MR7J3CI/A]	https://publicapi.solotodo.com/products/223009/	223009	apple-macbook-pro-14-late-2023-apple-silicon-m3-8-core-cpu-8-gb-512-gb-ssd-silver-mr7j3cia	https://media.solotodo.com/media/products/1836278_picture_1698747713.jpg	1749990	310	94	615	1500	70	macOS	14.2	3024x1964	120	70000	1836529	Apple M-Series M3 (8-Core CPU / 10-Core GPU)	100	Octa-core	4	8	20.0	19535	Apple M-Series M3 10-Core GPU (Integrada)	0	8.0	0	UMA	512	0	SSD	1	1
Lenovo IdeaPad Slim 5 14IRL8 [82XD00ADCL]	https://publicapi.solotodo.com/products/245537/	245537	lenovo-ideapad-slim-5-14irl8-82xd00adcl	https://media.solotodo.com/media/products/1918919_picture_1716926882.jpg	724990	462	220	531	1460	100	Windows 11	14.0	1920x1200	60	56600	1918919	Intel Core i7-13620H	2400	Hexadeca-core	6	16	45.0	27188	Intel UHD Graphics 64EUs (Alder Lake 12th Gen) (Integrada)	3950	16.0	5200	LPDDR5	512	0	SSD	1	1
Lenovo IdeaPad Flex 5 15ALC05 [82HV0097CL]	https://publicapi.solotodo.com/products/204433/	204433	lenovo-ideapad-flex-5-15alc05-82hv0097cl	https://media.solotodo.com/media/products/1759286_picture_1683783078.jpg	673330	316	151	500	1800	65	Windows 11	15.6	1920x1080	60	52500	1759286	AMD Ryzen 7 5700U	1800	Hexadeca-core	8	16	15.0	16258	AMD Radeon RX Vega 8 (Integrada)	2335	16.0	3200	DDR4	512	0	SSD	1	1
Dell Latitude 5440 [L544I7RPS321TBW11P3WCTO]	https://publicapi.solotodo.com/products/226264/	226264	dell-latitude-5440-l544i7rps321tbw11p3wcto	https://media.solotodo.com/media/products/1762516_picture_1684397842.webp	1217120	408	199	641	1390	65	Windows 11	14.0	1920x1080	60	54000	1848005	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	32.0	3200	DDR4	1000	0	SSD	1	1
HP Envy x360 15-FH0002LA [827J0LA]	https://publicapi.solotodo.com/products/237793/	237793	hp-envy-x360-15-fh0002la-827j0la	https://media.solotodo.com/media/products/1894810_picture_1710517267.png	999990	356	161	497	1820	65	Windows 11	15.6	1920x1080	60	55000	1894810	AMD Ryzen 7 7730U	2000	Hexadeca-core	8	16	15.0	19222	AMD Radeon RX Vega 8 (Integrada)	2335	16.0	4266	LPDDR4X	1000	0	SSD	1	1
Lenovo IdeaPad 5 15IAL7 [82SFX010US]	https://publicapi.solotodo.com/products/245723/	245723	lenovo-ideapad-5-15ial7-82sfx010us	https://media.solotodo.com/media/products/1762112_picture_1684317479.jpg	549990	229	167	492	1850	65	Windows 11	15.6	1920x1080	60	57000	1920003	Intel Core i7-1255U	1200	Dodeca-core	2	12	15.0	13495	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	8.0	3200	DDR4	512	0	SSD	1	1
Lenovo V145-14AST (81MS004ACL / 8 GB RAM / 256 GB SSD)	https://publicapi.solotodo.com/products/246519/	246519	lenovo-v145-14ast-81ms004acl-8-gb-ram-256-gb-ssd	https://media.solotodo.com/media/products/995515_picture_1569620857.jpg	269990	67	37	550	2000	45	Windows 10	14.0	1366x768	60	30000	1922429	AMD A4-9125	2300	Quad-core	2	4	15.0	1280	AMD Radeon R3 Graphics (Mullins/Beema) (Integrada)	420	8.0	1866	DDR4	256	0	SSD	1	1
Dell Vostro 3401 [MP9FD]	https://publicapi.solotodo.com/products/96925/	96925	dell-vostro-3401-mp9fd	https://media.solotodo.com/media/products/1287801_picture_1608056878.jpg	379900	95	57	604	1640	45	Windows 10	14.0	1366x768	60	42000	1314397	Intel Core i3-1005G1	1200	Quad-core	2	4	15.0	5256	Intel UHD Graphics G1 (Integrada)	1443	4.0	2666	DDR4	1000	5400	HDD	1	1
Dell Precision 3581 [P3581I9ADS32G1TBGW11P3PSP / 3000150689908]	https://publicapi.solotodo.com/products/222126/	222126	dell-precision-3581-p3581i9ads32g1tbgw11p3psp-3000150689908	https://media.solotodo.com/media/products/1809634_picture_1693309031.png	2964990	625	433	401	1790	100	Windows 11	15.6	1920x1080	60	64000	1832330	Intel Core i9-13900H	1900	Icosa-core	6	20	45.0	31931	NVIDIA RTX 2000 Ada (8 GB)	15351	32.0	4800	DDR5	1000	0	SSD	1	2
HP ZBook Power G8 (65L15LA / 32 GB RAM)	https://publicapi.solotodo.com/products/250601/	250601	hp-zbook-power-g8-65l15la-32-gb-ram	https://media.solotodo.com/media/products/1650466_picture_1664966299.jpg	1200000	497	311	386	1890	150	Windows 10	15.6	1920x1080	60	83000	1935948	Intel Core i9-11900H	2500	Hexadeca-core	8	16	45.0	22343	NVIDIA Quadro T1200 (4 GB)	9810	32.0	3200	DDR4	1000	0	SSD	1	2
HP Pavilion Plus 14-EH1001LA [80S49LA]	https://publicapi.solotodo.com/products/213773/	213773	hp-pavilion-plus-14-eh1001la-80s49la	https://media.solotodo.com/media/products/1789362_picture_1690613650.webp	649990	361	190	540	1400	65	Windows 11	14.0	2240x1400	60	51000	1789362	Intel Core i5-1340P	1400	Hexadeca-core	4	16	28.0	19618	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	16.0	3200	DDR4	512	0	SSD	1	1
Lenovo ThinkPad T16 Gen 2 (Intel) [21HJ0010CL]	https://publicapi.solotodo.com/products/235558/	235558	lenovo-thinkpad-t16-gen-2-intel-21hj0010cl	https://media.solotodo.com/media/products/1853217_picture_1702471201.jpg	1163990	308	199	499	1670	135	Windows 11	16.0	1920x1200	60	86000	1887131	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	5600	DDR5	1000	0	SSD	1	1
HP Envy 15-EP1503LA [4A432LA]	https://publicapi.solotodo.com/products/134812/	134812	hp-envy-15-ep1503la-4a432la	https://media.solotodo.com/media/products/1563719_picture_1648735879.webp	780000	303	338	343	2180	200	Windows 10	15.6	3840x2160	60	83000	1563719	Intel Core i5-11400H	2700	Dodeca-core	6	12	45.0	15257	NVIDIA GeForce RTX 3050 (4 GB)	12674	16.0	2933	DDR4	512	0	SSD	1	2
Lenovo ThinkPad X13 Gen 2 [20WK005UUS]	https://publicapi.solotodo.com/products/211335/	211335	lenovo-thinkpad-x13-gen-2-20wk005uus	https://media.solotodo.com/media/products/1775708_picture_1688018978.jpg	529990	185	131	578	1380	65	Windows 10	13.3	1920x1200	60	54700	1775708	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	4266	LPDDR4X	256	0	SSD	1	1
ASUS ExpertBook B1402CBA-NK1891X [90NX05V1-M023K0]	https://publicapi.solotodo.com/products/216639/	216639	asus-expertbook-b1402cba-nk1891x-90nx05v1-m023k0	https://media.solotodo.com/media/products/1787987_picture_1690487366.png	765990	279	192	626	1490	65	Windows 11	14.0	1920x1080	60	42000	1807775	Intel Core i7-1255U	1200	Dodeca-core	2	12	15.0	13495	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	3200	DDR4	512	0	SSD	1	1
HP ZBook Firefly 14 G10 A [889X0LA]	https://publicapi.solotodo.com/products/213707/	213707	hp-zbook-firefly-14-g10-a-889x0la	https://media.solotodo.com/media/products/1788683_picture_1690536497.png	899990	510	292	540	1400	65	Windows 11	14.0	1920x1200	60	51000	1788683	AMD Ryzen 7 7840HS	3800	Hexadeca-core	8	16	35.0	30817	AMD Radeon 780M (Integrada)	7703	16.0	5600	DDR5	1000	0	SSD	1	1
HP ZBook Firefly G10 [860Y3LA]	https://publicapi.solotodo.com/products/212320/	212320	hp-zbook-firefly-g10-860y3la	https://media.solotodo.com/media/products/1783083_picture_1689753043.png	1482990	308	199	492	1720	65	Windows 11	16.0	1920x1200	60	51000	1783083	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	NVIDIA RTX A500 (4 GB)	0	16.0	5200	DDR5	1000	0	SSD	1	2
Lenovo Yoga 6 13ALC6 [82ND006YUS]	https://publicapi.solotodo.com/products/152952/	152952	lenovo-yoga-6-13alc6-82nd006yus	https://media.solotodo.com/media/products/1652922_picture_1665766097.jpg	699990	230	131	587	1320	45	Windows 11	13.3	1920x1080	60	60000	1652922	AMD Ryzen 5 5500U	2100	Dodeca-core	6	12	25.0	13547	AMD Radeon RX Vega 7 (Integrada)	3134	8.0	3200	DDR4	256	0	SSD	1	1
Lenovo V14 G2 ITL [82KA001KUK]	https://publicapi.solotodo.com/products/142034/	142034	lenovo-v14-g2-itl-82ka001kuk	https://media.solotodo.com/media/products/1512251_picture_1639842894.png	399990	185	131	510	1600	65	Windows 10	14.0	1920x1080	60	38000	1604213	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	8.0	3200	DDR4	256	0	SSD	1	1
HP 15-FD0012LA [802S8LA]	https://publicapi.solotodo.com/products/224246/	224246	hp-15-fd0012la-802s8la	https://media.solotodo.com/media/products/1840798_picture_1699771441.jfif	569990	258	174	531	1590	0	Windows 10	15.6	1920x1080	60	0	1840798	Intel Core i7-1355U	1700	Dodeca-core	2	12	15.0	15637	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	8.0	3200	DDR4	512	0	SSD	1	1
HP Omen 17-DB0009LA [A14RDLA]	https://publicapi.solotodo.com/products/251525/	251525	hp-omen-17-db0009la-a14rdla	https://media.solotodo.com/media/products/1926315_picture_1718594757.png	1899990	492	661	142	2950	0	Windows 11	17.3	2560x1440	240	83000	1938501	AMD Ryzen 9 8945HS	4000	Hexadeca-core	8	16	45.0	29469	NVIDIA GeForce RTX 4060 (8 GB)	27681	16.0	5600	DDR5	1000	0	SSD	1	2
MSI Modern 14 B11MOU (i5-1135G7 / 16GB / 256GB SSD / W10H / Carbon Gray)	https://publicapi.solotodo.com/products/125737/	125737	msi-modern-14-b11mou-i5-1135g7-16gb-256gb-ssd-w10h-carbon-gray	https://media.solotodo.com/media/products/1299359_picture_1610407324.jpg	748640	235	156	555	1300	65	Windows 10	14.0	1920x1080	60	0	1498540	Intel Core i5-1135G7	2400	Octa-core	4	8	15.0	10142	Intel Iris Xe Graphics G7 80EUs (Integrada)	3816	16.0	3200	DDR4	256	0	SSD	1	1
Lenovo Yoga Slim 6 14IRP8 [82WV000MCL]	https://publicapi.solotodo.com/products/211761/	211761	lenovo-yoga-slim-6-14irp8-82wv000mcl	https://media.solotodo.com/media/products/1738759_picture_1679374021.jpg	1069352	370	216	552	1320	65	Windows 11	14.0	2880x1800	120	65000	1780024	Intel Core i7-1360P	1600	Hexadeca-core	4	16	28.0	20269	Intel Iris Xe Graphics G7 96EUs (Integrada)	5083	16.0	5200	LPDDR5	512	0	SSD	1	1
Lenovo IdeaPad 3 15ITL6 [82H803DKCL]	https://publicapi.solotodo.com/products/215603/	215603	lenovo-ideapad-3-15itl6-82h803dkcl	https://media.solotodo.com/media/products/1449551_picture_1630527349.png	422990	135	89	522	1650	65	Windows 11	15.6	1920x1080	60	0	1801809	Intel Core i3-1115G4	3000	Quad-core	2	4	28.0	6436	Intel UHD Graphics G4 48EUs (Integrada)	2250	8.0	3200	DDR4	256	0	SSD	1	1
Dell Precision 3541 (i7-9850H / 16 GB / 512 GB SSD / Quadro P620 4GB / W10P)	https://publicapi.solotodo.com/products/234978/	234978	dell-precision-3541-i7-9850h-16-gb-512-gb-ssd-quadro-p620-4gb-w10p	https://media.solotodo.com/media/products/1077730_picture_1581353517.jpg	499990	255	174	374	1970	0	Windows 10	15.6	1920x1080	60	97000	1884902	Intel Core i7-9850H	2600	Dodeca-core	6	12	45.0	11627	NVIDIA Quadro P620 (4 GB)	4493	16.0	2666	DDR4	512	0	SSD	1	2
Dell Vostro 3400 [D2M5X]	https://publicapi.solotodo.com/products/146995/	146995	dell-vostro-3400-d2m5x	https://media.solotodo.com/media/products/1373285_picture_1618921613.jpg	639859	110	77	604	1640	45	Windows 11	14.0	1366x768	60	42000	1625941	Intel Core i3-1115G4	3000	Quad-core	2	4	28.0	6436	Intel UHD Graphics G4 48EUs (Integrada)	2250	4.0	2666	DDR4	1000	5400	HDD	1	1
Lenovo LOQ 15AHP9 [83DX006HCL]	https://publicapi.solotodo.com/products/239249/	239249	lenovo-loq-15ahp9-83dx006hcl	https://media.solotodo.com/media/products/1900110_picture_1712118644.jpg	1399990	498	661	313	2380	230	Windows 11	15.6	1920x1080	144	60000	1900110	AMD Ryzen 7 8845HS	3800	Hexadeca-core	8	16	45.0	29904	NVIDIA GeForce RTX 4060 (8 GB)	27681	16.0	5600	DDR5	512	0	SSD	1	2
Lenovo ThinkPad P1 Gen 7 [21KWCTO1WWCL1]	https://publicapi.solotodo.com/products/250842/	250842	lenovo-thinkpad-p1-gen-7-21kwcto1wwcl1	https://media.solotodo.com/media/products/1936619_picture_1721750298.png	2652807	511	298	377	1820	170	Windows 11	16.0	2560x1600	165	90000	1936619	Intel Core Ultra 7 155H	3800	icosidyo-core	6	22	28.0	23342	NVIDIA RTX 1000 Ada (6 GB)	0	32.0	7500	LPDDR5X	1000	0	SSD	1	2
Lenovo ThinkPad L13 2-in-1 Gen 5 (Intel) [21LNCTO1WWCL2]	https://publicapi.solotodo.com/products/251039/	251039	lenovo-thinkpad-l13-2-in-1-gen-5-intel-21lncto1wwcl2	https://media.solotodo.com/media/products/1937098_picture_1721833588.jpg	1420243	315	202	687	1320	45	Windows 11	13.3	1920x1200	60	46000	1937098	Intel Core Ultra 7 155U	3800	Tessaradeca-core	2	14	15.0	16140	Intel Arc 4-Cores iGPU (Integrada)	5149	16.0	7500	LPDDR5	512	0	SSD	1	1
